.gitignore ||| 파이썬·데이터·비밀키·인수인계서·일회성 스크립트 제외 규칙 ||| 저장소 위생·보안 유지 ||| .env, data/, *.jsonl, handover/, 디버그 스크립트 ignore ||| 대용량·민감 파일 커밋 차단
load_all_extras_dart.py ||| DART API에서 주주·경영인·기업개요를 SQLite에 일괄 적재 ||| 종목 부가정보(최대주주·임원·기업개황) DB 적재 ||| corp_code_map 기반 전수 순회 UPSERT ||| 3000개 종목 보조 데이터 자동 채움
load_wics_dict.py ||| WICS 78업종 유사어 사전 MD에서 추출해 wics_keywords 테이블 적재 ||| 업종 키워드 검색 기반 구축 ||| 마크다운 JSON 파싱→정규화 키워드 INSERT ||| 방산·5G 같은 자연어로 업종 매핑 가능
make_demo_script.py ||| 3개 탭(기업개요·밸류·AI) 데모 발표 스크립트 Word 생성 ||| 6분 시연 발표 대본 산출물 제작 ||| python-docx로 표지·멘트·표 구성 ||| 발표 준비 문서 자동 생성
make_excalidraw_arch.py ||| 시스템 아키텍처를 LOCAL/AWS 2종 Excalidraw 다이어그램으로 생성 ||| 아키텍처 시각화 산출물 제작 ||| 도형/화살표 JSON 조립→.excalidraw 출력 ||| 로컬·AWS 구성도 자동 도식화
make_schedule_docx.py ||| 5/29~6/5 스프린트4 정밀 일정표 Word 생성 ||| 일자별 업무·소계·마일스톤 문서화 ||| 일별 표·누적 작업량·결정항목 작성 ||| 팀 스케줄 보고서 자동 생성
make_valuation_guide.py ||| 밸류에이션 5탭 완전 해설서 Word 생성(삼성전기 기준) ||| 비전공자용 밸류에이션 용어·값 해설 ||| WACC·멀티플·민감도·토네이도·피어 해설 작성 ||| 밸류 탭 교육 문서 자동 생성
make_wbs_excel.py ||| 킥오프~스프린트5 전체 WBS Excel 생성 ||| 프로젝트 작업분해도 산출물 제작 ||| openpyxl로 담당자·상태 색상 표 작성 ||| 전 기간 WBS 시각화 엑셀 생성
make_wbs_v5.py ||| 스프린트4·5만 담은 WBS v5 Excel 생성(목표박스 포함) ||| 2·3차 배포 집중 WBS 제작 ||| 핵심 태스크 강조+목표 박스 표 작성 ||| 후반 스프린트 전용 WBS 엑셀 생성
ohlcv_daily_sync.py ||| yfinance로 KOSPI/KOSDAQ 일봉 OHLCV 누락분 자동 동기화 ||| 주가 일별 데이터 최신화 ||| 마지막 적재일 탐지 후 갭만 fetch UPSERT ||| 주가차트 데이터 자동 갱신
parse_business_report_xml.py ||| 사업보고서 XML(XBRL)에서 BS/IS/CIS 4종 추출해 적재 ||| 보유 XML 기반 재무제표 무비용 파싱 ||| TITLE→TABLE 매칭·연결/별도 판정 적재 ||| DART/OpenAI 호출 0회로 재무 3개년 적재
parse_jsonl_chunks_to_db.py ||| 외감법인 422개 JSONL 청크에서 재무표 파싱·신뢰도 채점 후 적재 ||| XML 없는 외감법인 재무 보충 ||| 마크다운 표 파싱·BS항등식 보정·신뢰도 분리 적재 ||| 외감법인 커버리지 확대+저신뢰 분리 관리
redownload_audit.py ||| 감사보고서로 잘못 받은 종목을 사업보고서 XML로 재다운로드 ||| 오수집 XML 교정 ||| 헤더 ACODE 검사→사업보고서 rcept 재조회 ||| 재무 파싱 정확도 사전 교정
rerank_competitors.py ||| 사업보고서 텍스트 TF-IDF 유사도로 경쟁사 재정렬 ||| WICS 동종업계를 사업 유사도순 정밀화 ||| 토큰화→IDF·코사인 유사도→peer 재삽입 ||| 같은 업종이라도 사업 다른 경쟁사 후순위/제외
test_health.py ||| extras 라우터 함수 직접 호출로 건전성·실시간·뉴스 점검 ||| 데모 3종목 API 동작 검증 ||| get_health/get_realtime/get_news 결과 출력 ||| 핵심 API 빠른 수동 스모크 테스트
test_realtime.py ||| 실행 중 백엔드의 /api/realtime/090430 응답 점검 ||| 실시간 주가 엔드포인트 검증 ||| HTTP 호출→주가·시총·시각 출력 ||| 서버 가동 상태 즉석 확인
tune_jsonl_weights.py ||| 외감422 신뢰도 가중치 3안을 30종목에 실험 비교 ||| 파싱 신뢰도 가중치 최적화 ||| parse 로직 재사용해 60+/70+/80+ 비율 산출 ||| 최적 가중치(C_단위강조) 근거 도출
unified_financial_loader.py ||| XML 우선·DART API 보조로 전 종목 재무제표 통합 적재 ||| 2695개 재무 3개년 일원화 적재 ||| XML 실패시 fnlttSinglAcntAll 폴백 UPSERT ||| 보유분+누락분 모두 커버하는 메인 로더
unified_xml_processor.py ||| audit·parse·verify 3단계를 순차 실행하는 오케스트레이터 ||| XML 처리 원클릭 자동화 ||| subprocess로 redownload/parse/verify 체이닝 ||| 재다운로드~검증 일괄 파이프라인 실행
update_display_names.py ||| company_info 표시명을 KRX 종목명으로 통일(법인명 보존) ||| 표기 일관성 확보 ||| FDR KRX-DESC 매핑→corp_name 갱신 ||| 네이버·KRX와 동일한 종목명 표시
validate_financials.py ||| 재무 내부 일관성 7룰 검증+DART 표본 대조 ||| 적재 재무 정확도 검증 ||| 자산=부채+자본 등 룰 통과율 집계 ||| 데이터 품질 리포트 산출
verify_2025.py ||| 데모 3종목 FY2023~2025 재무 적재 건수·샘플 확인 ||| 재무 적재 결과 빠른 검증 ||| statement_type/scope별 카운트 출력 ||| 파싱 결과 육안 점검
팀원_개발환경통합_CLAUDECODE_인수인계서.txt ||| 루트 사본—팀원 환경 통합 구축 인계 ||| 환경 구축 인계(루트 배포본) ||| STEP별 셋업 절차 ||| 동일 환경 재현
휘주님_CLAUDECODE_인수인계서.txt ||| 휘주님 Mongo Atlas 구축·적재 Claude Code 지침서 ||| 특정 팀원 자동 작업 지침 ||| 환경정보·적재·폴백 절차 ||| Mongo 복구·적재 자동 수행
휘주님_MongoDB_환경구축_가이드.md ||| 루트 사본—Mongo 연결·적재·TLS 가이드 ||| Mongo 환경 구축 가이드(루트본) ||| 4단계 셋업·장애대응 ||| 히스토리 적재 환경 재현
auto_reports/00_MASTER_REPORT.md ||| 무인 자동분석 15개 작업 종합결과(OpenAI $0, 444초) ||| 자동 QA 파이프라인 전체 결과 요약 ||| 15개 검증작업 상태·산출물 인덱스 ||| 데이터 품질 현황 즉시 파악
auto_reports/00_RUN_LOG.txt ||| 15개 작업 타임스탬프별 실행 로그 ||| 자동분석 실행 추적 ||| 단계별 시작·완료·결과 기록 ||| 디버깅·소요시간 분석 근거
auto_reports/01_이상치_보고서.csv ||| 매출 음수 이상치 2건(089470,211270) ||| 비정상 재무수치 탐지 ||| 종목·계정·금액 이상 목록 ||| 데이터 오류 사전 발견
auto_reports/02_정합성_검증_리포트.md ||| 62.5만행 NULL 0%, 중복PK 0, 1861종목 적재 ||| DB 정합성 검증 ||| 행수 분포·NULL·PK 무결성 요약 ||| 데이터 신뢰성 입증
auto_reports/03_외감법인_보유현황.csv ||| 종목별 JSONL 보유 여부(✅/❌) 목록 ||| 외감법인 보충가능 여부 판별 ||| 감사보고서 종목 JSONL 매핑표 ||| 보충 대상 종목 식별
auto_reports/03_외감법인_보유현황_요약.md ||| 감사529개 중 JSONL 422개(79.8%) 보충가능 ||| 외감법인 데이터 커버리지 요약 ||| 보충가능/불가 결론 정리 ||| 누락 보완 전략 수립 근거
auto_reports/04_종목별_완전성_점수.csv ||| 종목별 완전성 점수(평균95.2) ||| 종목 데이터 충실도 정량화 ||| 1861종목 점수 랭킹 ||| 부실 종목 우선순위 도출
auto_reports/05_필수계정_누락_종목.csv ||| 자산총계·매출액 등 필수계정 누락 860종목 ||| 핵심 재무계정 결손 탐지 ||| 종목·BS/IS·누락키워드 목록 ||| 화면 표시 결손 사전 차단
auto_reports/06_연결별도_이상_종목.csv ||| 연결자산<별도자산 이상 55종목 ||| 연결-별도 일관성 검증 ||| 종목·연도·비율 이상 목록 ||| 재무 논리오류 발견
auto_reports/07_YoY_이상치_보고서.csv ||| YoY ±300% 초과 급변 27건 ||| 전년대비 급증감 탐지 ||| 종목·구간·증감률·값 목록 ||| 데이터 오류·특이 실적 식별
auto_reports/08_업종별_매출_통계.csv ||| 2개 업종 매출 평균·중앙·최소·최대 ||| 업종별 매출 분포 통계 ||| sector_code별 집계표 ||| 업종 벤치마크 제공
auto_reports/09_인코딩_이상_종목.csv ||| 한글 인코딩 깨짐 0건(헤더만) ||| 계정명 인코딩 오류 탐지 ||| 이상 종목·계정명 목록(비어있음) ||| 한글 표시 품질 확인
auto_reports/10_API_성능_리포트.csv ||| 10개 엔드포인트 응답속도(평균~2.1초) ||| 백엔드 API 성능 측정 ||| 엔드포인트별 최소·평균·최대ms ||| 성능 병목 진단
auto_reports/11_코드_복잡도.csv ||| 프론트 20파일 라인·함수·훅 수(page.tsx 1553줄) ||| 프론트엔드 코드 규모 분석 ||| 파일별 복잡도 지표 ||| 리팩토링 대상 식별
auto_reports/12_DB_통계.md ||| SQLite 200.7MB, 9테이블(financial_detail 62.5만행) ||| DB 테이블 규모 통계 ||| 테이블별 행수·인덱스 요약 ||| 적재 현황·빈 테이블 파악
auto_reports/13_데모3종목_검증.csv ||| 아모레·삼성전기·NAVER BS/IS 건수·연도 검증 ||| 데모 종목 데이터 무결성 확인 ||| 3종목 statement별 count ||| 시연 안정성 보증
auto_reports/14_원본_일치율.md ||| 사업보고서 XML vs DB 자산총계 18/18 일치(100%) ||| 원본-DB 정확도 검증 ||| 샘플 종목 자산총계 대조표 ||| 파싱 정확성 입증
auto_reports/15_밸류에이션_괴리.csv ||| 밸류에이션 분석 0건(데이터 없음, 헤더만) ||| 적정가 vs 현재가 괴리 분석 ||| 종목·적정가·상승여력(비어있음) ||| valuations 테이블 공백 확인
auto_reports/외감422_파싱결과_20260529_1441.csv ||| 종목별 파싱 status·적재·검토건수(1차) ||| 외감 JSONL 파싱 결과 기록 ||| code·status·inserted·review ||| 보충 적재 추적
auto_reports/외감422_파싱결과_20260529_1443.csv ||| 1441판과 동일 내용 재실행본 ||| 외감 파싱 결과 기록(재실행) ||| code·status·inserted·review ||| 재현성 확인
auto_reports/외감422_파싱결과_20260531_0805.csv ||| 5/31 외감 파싱 결과(종목 셋 상이) ||| 외감 보충 파싱 진행 추적 ||| code·status·inserted·review ||| 보충 진척 모니터링
auto_reports/외감422_파싱결과_20260531_1424.csv ||| 5/31 후속 외감 파싱 결과 배치 ||| 외감 보충 파싱 진행 추적 ||| code·status·inserted·review ||| 누적 적재 현황 갱신
backend/__init__.py ||| 빈 패키지 초기화 파일(0바이트) ||| backend를 파이썬 패키지로 인식 ||| 패키지 마커 ||| from backend 임포트 가능
backend/main.py ||| FastAPI 앱 진입점·CORS·.env로드·라우터등록·검색/헬스/Sankey서빙 ||| 재무정보 파트 API 서버 부팅 ||| 앱 조립 허브 ||| uvicorn 1회 실행으로 전체 API 가동
backend/routers/__init__.py ||| 빈 패키지 초기화 파일(0바이트) ||| routers를 패키지로 인식 ||| 패키지 마커 ||| 라우터 모듈 임포트 가능
backend/routers/company.py ||| company_info·financials 단건/3년치 SQLite 조회 ||| 기업 기본정보·재무요약 제공 ||| 기본 조회 라우터 ||| /api/company·/api/financials 응답
backend/routers/extras.py ||| Tab1 보조데이터(주주·경영인·공시·재무상세·건전성·실시간가·뉴스·상장상태·업종·고객사) 종합 라우터+한자정규화·단위감지·캐시 ||| 종목상세 1탭 풍부한 데이터 일괄 공급 ||| 가장 방대한 보조 API 집합 ||| DB+외부API 혼합으로 화면 위젯 다수 구동
backend/routers/ohlcv.py ||| ohlcv 전체(기간필터)·최신가+등락 SQLite 조회 ||| 주가 일봉·현재가 제공 ||| 차트/헤더 데이터 라우터 ||| Lightweight Charts 호환 형식 반환
backend/routers/overview.py ||| SQLite 5테이블+MongoDB히스토리 1회 통합응답(header/tab1/tab2) ||| 화면 진입 단일 fetch로 핵심데이터 확보 ||| 통합 조회 허브 라우터 ||| /api/overview 1콜로 렌더링 단순화
backend/routers/valuation.py ||| valuation_results 6JSON→Tab2포맷 변환(DCF/WACC/멀티플/민감도/토네이도/피어) ||| 밸류에이션팀 산출물 서빙 ||| 밸류에이션 변환 라우터 ||| 폴더복사만으로 실데이터 자동전환(없으면 mock)
chatbot/.env.example ||| DART/OpenAI 키·챗봇 모델·재랭커 환경변수 템플릿 ||| 비밀키·설정 분리 ||| .env 작성 가이드 제공 ||| 키 하드코딩 없이 안전 배포
chatbot/.gitignore ||| 민감정보·DB·캐시·임시·가상환경 커밋 제외 ||| 저장소 오염·유출 방지 ||| Git 추적 제외 목록 ||| .env/chroma_db/로그 누출 차단
chatbot/README.md ||| DART 사업보고서 RAG 챗봇 개요·아키텍처·실행 문서 ||| 프로젝트 온보딩 ||| 5단계 설치~실행 가이드 ||| 신규 사용자 즉시 구동·이해
chatbot/embedding/AUTO_UPDATE_README.md ||| 정기보고서 자동교체·임베딩정책·스케줄·AWS이전·비용 가이드 ||| 자동 업데이트 운영 매뉴얼 ||| 교체규칙/연8회 스케줄/안전장치 설명 ||| 운영자가 자동화·클라우드 이전 수행
chatbot/embedding/__init__.py ||| embedding 패키지 공개 API re-export ||| 패키지 인터페이스 노출 ||| 검색·DB·임베더 진입점 묶기 ||| 간결한 import로 인프라 사용
chatbot/embedding/auto_update.bat ||| 챗봇 종료 후 락 해제 대기하고 auto_update.py 실행 ||| Windows 스케줄러 진입점 ||| ChromaDB 충돌 회피+업데이트 트리거 ||| 가동 중에도 안전한 무인 자동 갱신
chatbot/embedding/auto_update.py ||| DART 최신상태 vs 보유 jsonl 차분으로 보고서 교체·재임베딩(종목 atomic) ||| 정기보고서 자동 최신화 ||| 정책 기반 diff→삭제/다운로드/청킹/upsert ||| 공시 일정 맞춰 DB 무인 최신 유지
chatbot/embedding/chatbot/__init__.py ||| import 시점에 루트 .env 로드(CWD 무관) ||| 환경변수 선로딩 ||| dotenv 명시경로 주입 ||| 어디서 실행해도 키 누락 없이 동작
chatbot/embedding/chatbot/api.py ||| FastAPI 백엔드(/health·/companies·/chat·/chat/stream·/session/reset)+워밍업 ||| 챗봇 HTTP/SSE 서버 ||| 엔드포인트·SSE 스트림·콜드스타트 제거 ||| 브라우저 실시간 스트리밍 답변 제공
chatbot/embedding/chatbot/companies.json ||| 회사 인덱스 데이터(ticker·corp_name·corp_code·보유연도) ||| 회사해석 캐시 ||| jsonl에서 빌드된 디스크 캐시 ||| DB 스캔 없이 빠른 회사 매칭
chatbot/embedding/chatbot/company_index.py ||| jsonl 기반 회사 인덱스+rapidfuzz·라틴→한글로 ticker 해석 ||| 회사명→종목코드 식별 ||| 정확/코드/퍼지/포함 매칭+되묻기 ||| 오타·약칭에도 대상 회사 특정
chatbot/embedding/chatbot/config.py ||| 챗봇 검색·재랭킹·LLM·온톨로지·세션·딥링크 파라미터 ||| 동작 튜닝 일원화 ||| RECALL/RERANK/HyDE 등 상수 정의 ||| 한 파일로 품질·비용·속도 조정
chatbot/embedding/chatbot/dart_links.py ||| DART 보고서 TOC 파싱해 섹션 deep-link URL 생성(캐싱·폴백) ||| 출처 검증 링크 ||| 섹션 매칭→뷰어 점프 URL ||| 답변 수치를 한 클릭에 DART 원문 확인
chatbot/embedding/chatbot/llm_client.py ||| OpenAI+환각방지 시스템프롬프트로 답변 생성(스트리밍·폴백) ||| LLM 답변 생성 레이어 ||| chat_create 래퍼+generate/stream_answer ||| 근거기반·단위정확 한국어 답변 산출
chatbot/embedding/chatbot/ontology_b.json ||| 28개 금융공시 개념 grounded 온톨로지 데이터 ||| 도메인 질의확장 데이터 ||| 런타임 로드 확정 온톨로지 ||| 우발부채→지급보증 등 개념 확장
chatbot/embedding/chatbot/ontology_b.py ||| 온톨로지 로드·트리거 매칭·질의확장어/커버리지 생성 ||| 도메인 질의확장 엔진 ||| analyze() 단일 진입점 ||| 광의 개념 하위항목까지 검색 커버
chatbot/embedding/chatbot/ontology_b_seed.json ||| 온톨로지 설계용 시드(개념·trigger 후보 원자료) ||| 온톨로지 구축 원본 ||| ontology_b.json 생성 전 후보 ||| grounding 전 개념 설계·검수 기준
chatbot/embedding/chatbot/pipeline.py ||| 분석→회사해석→온톨로지확장→검색→생성 RAG 오케스트레이션 ||| 챗봇 핵심 흐름 제어 ||| _prepare/answer/answer_stream+SSE ||| 단계표시·출처 선노출로 정확·빠른 답변
chatbot/embedding/chatbot/query_analyzer.py ||| 단일 LLM 호출로 회사/연도/intent/쿼리/HyDE 추출 ||| 질문 분석·쿼리변환 ||| JSON 파싱+안전 폴백 ||| Multi-Query·HyDE·메타필터 입력 일괄 생성
chatbot/embedding/chatbot/reranker.py ||| bge-reranker-v2-m3로 (질문,청크) 채점·재정렬 ||| 2단계 정밀 재랭킹 ||| GPU FP16 채점·미설치시 graceful ||| 동의개념 보존하며 관련도 상위 정렬
chatbot/embedding/chatbot/retriever.py ||| Multi-Query 벡터검색→RRF→재랭킹→stub강등→Top-K ||| 강화 검색 파이프라인 ||| 메타필터·RRF·확장재랭킹 ||| 회사·기간 한정 고정밀 청크 풀 확보
chatbot/embedding/chatbot/session.py ||| 인메모리 멀티턴 세션(직전 ticker/year+이력) ||| 대화 컨텍스트 유지 ||| Session/Store+턴 제한 ||| 후속질문 회사 생략해도 맥락 유지
chatbot/embedding/chatbot/static/index.html ||| SSE 스트리밍·출처카드·DART링크 단일페이지 채팅 UI ||| 프런트엔드 챗 화면 ||| /chat/stream 이벤트 렌더링 ||| 단계 진행·출처 미리보기 대화 UX
chatbot/embedding/config.py ||| 임베딩 파이프라인 설정(BGE-M3·1024차원·ChromaDB 경로) ||| 임베딩 인프라 설정 ||| 모델/DB/필터 정책 정의 ||| 임베딩·검색 일관 기준 제공
chatbot/embedding/dc_chunker.py ||| 정제 XML→표 인식 마크다운 청킹(단위·헤더 복제) ||| 검색 최적 청크 생성 ||| 표/문장 분리·메타부착 ||| 표 수치·단위 보존 RAG 정확도 향상
chatbot/embedding/dc_xml_cleaner.py ||| DART 원본 XML 정제+strict→recover 파서 폴백 v4.1 ||| 파싱 가능 XML 변환 ||| 태그 검증·모호태그 escape ||| 깨진 공시 XML도 안정 파싱
chatbot/embedding/embedder.py ||| transformers 직접 BGE-M3 임베더(CLS·L2·FP16·적응배치) ||| 텍스트→벡터 변환 ||| embed_texts/embed_query ||| GPU 고처리량 임베딩, ST 크래시 회피
chatbot/embedding/phaseA_collect.py ||| 전종목 2025사업+2026Q1 보고서 멀티프로세스 수집·청킹·jsonl ||| 데이터 수집 1단계 ||| 병렬 탐색/다운로드/파싱+재개 ||| 멀티코어로 대량 보고서 고속 수집
chatbot/embedding/phaseA_recover_failed.py ||| 첨부정정으로 본문없는 실패건을 원본 rcept로 재시도 복구 ||| 수집 실패 복구 ||| 비정정 rcept 우선 재다운로드 ||| DART 정정공시 누락 보고서 회수
chatbot/embedding/phaseB_embed.py ||| jsonl→임베딩→ChromaDB upsert(DART의존0·재개·중복제거) ||| 데이터 임베딩 2단계 ||| 미임베딩 청크만 GPU 임베딩·upsert ||| DART 장애 무관 대량 임베딩 안전 수행
chatbot/embedding/register_auto_update.ps1 ||| schtasks로 연8회 auto_update.bat 작업 등록 ||| 자동 업데이트 스케줄 등록 ||| 월별 트리거 8개 생성 ||| 공시 일정 맞춘 무인 정기 갱신
chatbot/embedding/retrieval.py ||| 벡터검색+메타필터 retrieve류+LLM 컨텍스트 포맷팅 ||| 검색 공통 유틸 ||| retrieve/keyword/format_chunks ||| 챗봇·밸류 탭 공용 검색 제공
chatbot/embedding/vector_store.py ||| ChromaDB PersistentClient 래퍼(upsert·query·stats·reset) ||| 벡터DB 접근 계층 ||| 컬렉션 관리·증분 upsert ||| annual_reports 컬렉션 일관 접근
